filename,filedate,filesize,disk,basedir,uri
Thumbs.db,20130602-11:37:49,8192,f:,pictures,picture_before\易善平 张丽娜  精修片\12寸杂志册
Thumbs.db,20130602-11:37:56,238592,f:,pictures,picture_before\易善平 张丽娜  精修片
Thumbs.db,20130602-11:37:50,6144,f:,pictures,picture_before\易善平 张丽娜  精修片\放大产品
Thumbs.db,20150831-18:39:02,225280,f:,pictures,qiqilele2years
mail.txt,20110702-07:30:48,924,f:,Backup,bak80GB\study
mail.txt,20160120-19:46:04,342,f:,Supports,huawei\2016\20160120hfa-sdk2.3-deadloop
mail.txt,20160506-07:39:30,544,f:,Supports,huawei\2016\20160506hfa_error_result
mail.txt,20130421-21:15:40,3402,f:,work,cavium
新建 文本文档.txt,20100807-10:55:06,205,f:,Backup,bak80GB\study\管理经济学复习资料
新建 文本文档.txt,20110123-21:37:46,209,f:,Backup,bak80GB\study\题库
新建 文本文档.txt,20100405-20:29:40,2324,f:,Backup,bak80GB\心理学书籍
youID.jpg,20090815-10:18:30,23877,f:,Backup,bak80GB
youID.jpg,20090815-10:18:30,23877,f:,work,personal
10G智能网卡性能.msg,20180425-22:05:40,590336,f:,Backup,Email\email
10G智能网卡性能.msg,20180425-22:05:40,590336,f:,Supports,liquidIO\baidu\20180424performance_test
2018Health Screening Notification(2018年度健康检查通知).msg,20181209-07:53:08,157696,f:,Backup,Email\email
2018Health Screening Notification(2018年度健康检查通知).msg,20181209-07:53:08,157696,f:,MARL2019,work\marvell\平安
2018Health Screening Notification(2018年度健康检查通知).msg,20181209-07:53:08,157696,f:,work,marvell\平安
CN83xx_cn9130_price.msg,20181219-21:15:29,259584,f:,Backup,Email\email
CN83xx_cn9130_price.msg,20181219-21:15:29,259584,f:,MARL2019,work\marvell\marketing
CN83xx_cn9130_price.msg,20181219-21:15:29,259584,f:,work,marvell\marketing
FW 答复 答复 OCTEON-CASE of simplified crypto API for H3C MSR project.msg,20181010-16:30:56,322048,f:,Backup,Email\email
FW 答复 答复 OCTEON-CASE of simplified crypto API for H3C MSR project.msg,20181010-16:30:56,322048,f:,Supports,h3c\20180611_cryto-core\history
Jabber and Zoom Installation .msg,20180718-13:16:29,308224,f:,Backup,Email\email
Jabber and Zoom Installation .msg,20180718-13:16:29,308224,f:,tools,tool-marvell
xHCI controller hanged .msg,20181219-21:25:55,130048,f:,Backup,Email\email
xHCI controller hanged .msg,20181219-21:25:55,130048,f:,MARL2019,work\marvell
xHCI controller hanged .msg,20181219-21:25:55,130048,f:,work,marvell
armV8 exception.ppt,20190109-22:07:19,2492416,f:,Backup,FAETraining\ARM-2019
armV8 exception.ppt,20181226-17:45:19,2492416,f:,MARL2019,work\marvell\marketing
armV8 exception.ppt,20181226-17:45:19,2494976,f:,work,marvell\marketing
Marvell+PowerPoint+Template+2018-07.pptx,20180724-10:25:24,277697,f:,Backup,FAETraining\ARM-2019
Marvell+PowerPoint+Template+2018-07.pptx,20180724-10:25:24,277697,f:,MARL2019,work\marvell
Marvell+PowerPoint+Template+2018-07.pptx,20180724-10:25:24,277697,f:,work,marvell
disk.txt,20170823-16:56:03,6050,f:,Backup,gateway
disk.txt,20180424-16:03:05,834,f:,Tech,
00-1 扉页.pdf,20170802-22:34:32,188224,f:,Backup,gateway\S1720&S2700&S5700&S6720_V200R011C00_配置指南-以太网交换(pdf)
00-1 扉页.pdf,20170725-04:14:42,188925,f:,Backup,gateway\S1720&S2700&S5700&S6720_V200R011C00_配置指南-接口管理(pdf)
00-2 前言.pdf,20170802-22:34:32,201836,f:,Backup,gateway\S1720&S2700&S5700&S6720_V200R011C00_配置指南-以太网交换(pdf)
00-2 前言.pdf,20170725-04:14:44,217192,f:,Backup,gateway\S1720&S2700&S5700&S6720_V200R011C00_配置指南-接口管理(pdf)
00-3 目录.pdf,20170802-22:34:40,282810,f:,Backup,gateway\S1720&S2700&S5700&S6720_V200R011C00_配置指南-以太网交换(pdf)
00-3 目录.pdf,20170725-04:14:42,145448,f:,Backup,gateway\S1720&S2700&S5700&S6720_V200R011C00_配置指南-接口管理(pdf)
1.jpg,20180716-10:55:02,1767200,f:,Desktop,20170710
1.jpg,20180719-07:28:21,1643361,f:,Desktop,20170719
1.jpg,20180914-09:40:19,1242625,f:,Desktop,20180914
1.jpg,20181025-10:11:33,1378482,f:,Desktop,20181025
1.jpg,20190319-13:35:38,101237,f:,MARL2019,personal\DellInspiron14R
1.jpg,20131111-19:43:22,622548,f:,pictures,2013
1.jpg,20120922-18:11:06,4768902,f:,pictures,picture_before\台北册子加急\41.5x30
1.jpg,20180626-15:15:35,139096,f:,Supports,h3c\20180322sr66pkohang\pko_code
1.jpg,20180328-11:17:55,5803871,f:,Supports,h3c\20180327wqe_corrupted\code
1.jpg,20160714-10:40:10,186674,f:,Supports,igb_driver
1.jpg,20180404-14:44:07,18176,f:,Supports,liquidIO\baidu\20180404_ubootenv_CRC
1.jpg,20180411-14:53:05,167426,f:,Supports,liquidIO\baidu\20180411cetifications
1.jpg,20170602-13:09:49,4151904,f:,Supports,liquidIO\JDCOM\SLA
1.jpg,20180524-17:00:21,2413617,f:,Supports,Qlogic\h3c\20180522_secure_mode
1.jpg,20180817-13:28:43,2376395,f:,Supports,Qlogic\h3c\20180817redhat7.3
